,Unnamed: 0,id,image_id,bbox,utf8_string,points,area
71584,71584,0600d03fbd7c32a9_60,0600d03fbd7c32a9,"[463.13, 443.67, 10.0, 4.0]",.,"[463.13, 443.87, 473.13, 443.67, 473.13, 447.47, 463.33, 447.67]",40.0
151794,151794,074218e285e575f7_391,074218e285e575f7,"[498.28, 731.49, 50.67, 16.07]",March.,"[498.28, 731.49, 548.54, 731.49, 548.95, 747.56, 498.69, 747.56]",814.27
476277,476277,7d48c259deeed216_49,7d48c259deeed216,"[735.18, 655.49, 129.19, 24.03]",CARBONATED,"[735.35, 655.49, 864.37, 657.41, 864.37, 679.52, 735.18, 677.6]",3104.44
917356,917356,2886d0067406fb97_188,2886d0067406fb97,"[863.3, 591.13, 49.82, 19.27]",oakind,"[863.3, 591.25, 912.78, 591.13, 913.12, 609.37, 863.98, 610.4]",960.03
52368,52368,7c617208a5efe194_285,7c617208a5efe194,"[597.34, 510.2, 65.18, 28.05]",echo.,"[597.34, 510.2, 662.52, 517.03, 662.33, 538.25, 597.53, 531.99]",1828.3
614512,614512,0b614fbcdb76aa98_44,0b614fbcdb76aa98,"[884.53, 361.33, 21.42, 32.39]",.,"[905.95, 363.25, 896.2, 393.72, 884.53, 390.93, 894.98, 361.33]",693.79
484297,484297,dea259891f03d7bd_93,dea259891f03d7bd,"[253.73, 626.17, 7.8, 10.3]",31,"[253.73, 626.17, 261.33, 626.47, 261.53, 636.37, 253.73, 636.47]",80.34
289618,289618,12b08fa5fbfa3a1a_605,12b08fa5fbfa3a1a,"[870.6, 72.38, 18.84, 11.45]",.,"[870.6, 72.73, 889.44, 72.38, 889.44, 83.47, 870.6, 83.83]",215.72
249559,249559,2390f417e6a7756e_627,2390f417e6a7756e,"[420.86, 438.9, 12.94, 10.48]",of,"[421.27, 438.9, 433.8, 438.9, 433.6, 449.38, 420.86, 448.76]",135.61
978136,978136,fa05f74193f43651_5,fa05f74193f43651,"[244.02, 613.99, 67.51, 115.96]",ORGINAL,"[283.34, 729.95, 244.02, 625.51, 275.0, 613.99, 311.53, 720.82]",7828.46
930379,930379,ca75eea8dfd23a29_32,ca75eea8dfd23a29,"[332.07, 371.93, 63.67, 46.09]",.,"[332.07, 407.36, 389.61, 371.93, 395.74, 379.39, 335.8, 418.02]",2934.55
109280,109280,24d1f72d991e3f29_124,24d1f72d991e3f29,"[776.13, 7.11, 27.43, 12.43]",.,"[776.13, 11.49, 803.2, 7.11, 803.56, 15.15, 777.96, 19.54]",340.95
736886,736886,04d9f9c00f3c4973_187,04d9f9c00f3c4973,"[318.55, 63.17, 65.48, 29.4]",.,"[319.5, 76.32, 379.97, 63.17, 384.03, 80.86, 318.55, 92.57]",1925.11
255320,255320,05a74aca98689235_2,05a74aca98689235,"[131.78, 608.66, 33.62, 17.92]",THE,"[132.06, 608.66, 165.4, 613.14, 164.28, 626.58, 131.78, 622.38]",602.47
861221,861221,50fb8f7b61722f38_18,50fb8f7b61722f38,"[962.92, 558.9, 9.95, 24.98]",.,"[963.44, 583.53, 962.92, 559.25, 971.48, 558.9, 972.87, 583.88]",248.55
996005,996005,026384b9c1a6742f_34,026384b9c1a6742f,"[50.96, 340.71, 59.41, 26.15]",where,"[59.15, 340.71, 110.37, 353.34, 104.15, 366.86, 50.96, 354.23]",1553.57
734379,734379,b0af345057458aa2_3,b0af345057458aa2,"[341.56, 18.41, 13.74, 14.98]",',"[341.56, 18.41, 355.3, 18.41, 355.3, 33.39, 341.56, 33.39]",205.83
898318,898318,6f29945bdc53437a_200,6f29945bdc53437a,"[789.39, 590.54, 34.25, 23.65]",.,"[789.39, 603.58, 816.21, 590.54, 823.64, 601.76, 794.24, 614.19]",810.01
801373,801373,8828a58b31e9fe0f_1,8828a58b31e9fe0f,"[274.62, 394.57, 186.09, 91.67]",ARMY,"[280.82, 397.33, 460.71, 394.57, 455.2, 479.34, 274.62, 486.24]",17058.87
607614,607614,55eb918593420849_18,55eb918593420849,"[162.79, 529.48, 5.7, 3.58]",~,"[162.79, 529.48, 168.49, 529.48, 168.49, 533.06, 162.96, 533.06]",20.41
466508,466508,0efe5370f4b47124_45,0efe5370f4b47124,"[367.11, 621.39, 5.6, 3.2]",.,"[367.11, 621.49, 372.41, 621.39, 372.71, 624.59, 367.11, 624.29]",17.92
728731,728731,ec3e0386dbda2b7e_241,ec3e0386dbda2b7e,"[904.93, 261.01, 8.05, 10.29]",is,"[904.93, 261.14, 912.85, 261.01, 912.98, 271.04, 905.46, 271.3]",82.83
479624,479624,0f951c36663a7f3e_195,0f951c36663a7f3e,"[741.53, 372.65, 11.85, 4.42]",.,"[741.53, 373.88, 753.03, 372.65, 753.38, 375.65, 744.54, 377.07]",52.38
143667,143667,9bafecc8862590af_1,9bafecc8862590af,"[387.9, 156.79, 141.91, 59.58]",BITTER,"[387.9, 160.58, 521.14, 156.79, 529.81, 210.41, 391.15, 216.37]",8455.0
980554,980554,767972c123b97e1e_22,767972c123b97e1e,"[267.98, 381.86, 10.2, 6.7]",ON,"[268.08, 382.16, 278.18, 381.86, 277.48, 388.56, 267.98, 388.16]",68.34
486608,486608,b83f8e30a5194ef3_327,b83f8e30a5194ef3,"[441.33, 88.9, 16.0, 10.8]",.,"[441.43, 89.1, 457.33, 88.9, 457.13, 99.7, 441.33, 99.7]",172.8
849815,849815,550f5432dda88817_29,550f5432dda88817,"[164.61, 452.42, 30.42, 24.82]",.,"[164.61, 465.29, 188.68, 452.42, 195.03, 463.99, 170.4, 477.24]",755.02
523623,523623,26d5c465a5b72bb4_233,26d5c465a5b72bb4,"[711.03, 134.42, 42.77, 13.29]","opposite,","[711.37, 134.42, 753.8, 135.61, 753.46, 147.71, 711.03, 147.54]",568.41
582098,582098,ad0604e24fd0f70c_17,ad0604e24fd0f70c,"[180.04, 915.76, 33.04, 30.33]",.,"[182.21, 915.76, 212.54, 919.55, 213.08, 946.09, 180.04, 941.76]",1002.1
301147,301147,cabb4168a69beadd_166,cabb4168a69beadd,"[746.71, 360.04, 36.39, 38.35]",.,"[746.71, 391.95, 779.18, 360.04, 783.1, 364.8, 750.91, 398.39]",1395.56
151518,151518,074218e285e575f7_115,074218e285e575f7,"[447.47, 287.25, 67.13, 11.87]",starboard),"[447.47, 287.56, 513.98, 287.25, 514.6, 299.12, 447.47, 298.8]",796.83
735972,735972,5af230a2594c0050_110,5af230a2594c0050,"[607.74, 1000.29, 49.89, 9.98]",DISTILLERY,"[609.17, 1000.29, 657.28, 1000.65, 657.63, 1009.91, 607.74, 1010.27]",497.9
593623,593623,1c12e807f50a5df9_178,1c12e807f50a5df9,"[227.9, 524.91, 30.03, 14.37]",THE,"[227.9, 525.68, 257.93, 524.91, 257.16, 539.28, 257.16, 539.28, 228.16, 539.02]",431.53
687305,687305,7037d2cda0304eed_2,7037d2cda0304eed,"[512.17, 502.53, 49.3, 22.76]",SEAT,"[512.17, 504.64, 561.04, 502.53, 561.47, 524.44, 513.01, 525.29]",1122.07
825332,825332,08463ba0392bfe64_3,08463ba0392bfe64,"[542.07, 295.8, 43.71, 20.34]",.,"[582.51, 316.14, 542.07, 309.36, 547.68, 295.8, 585.78, 301.65]",889.06
247588,247588,70028c788d30dea3_89,70028c788d30dea3,"[688.06, 559.14, 7.9, 7.9]",in,"[688.06, 559.14, 695.96, 559.14, 695.86, 567.04, 688.06, 566.74]",62.41
302064,302064,0f622024ececc050_68,0f622024ececc050,"[194.75, 434.03, 54.41, 18.85]",-CI19140,"[249.16, 442.58, 196.5, 452.88, 194.75, 445.3, 247.8, 434.03]",1025.63
283610,283610,d8f638fcf596b12a_2,d8f638fcf596b12a,"[455.41, 206.11, 41.69, 64.7]",6,"[458.43, 206.11, 497.1, 218.94, 486.16, 270.81, 455.41, 259.49]",2697.34
556603,556603,ba0c5d07cd0803fa_72,ba0c5d07cd0803fa,"[337.79, 71.23, 83.28, 87.75]",COMMODITIES,"[337.79, 133.37, 415.33, 71.23, 421.07, 98.74, 339.24, 158.98]",7307.82
566285,566285,cfc137ebfc14a92d_8,cfc137ebfc14a92d,"[163.95, 384.69, 81.52, 32.9]",CHICKEN,"[164.44, 384.69, 245.47, 388.16, 245.47, 417.59, 163.95, 416.41]",2682.01
1000461,1000461,ffa5374f1d56e3e3_14,ffa5374f1d56e3e3,"[517.94, 534.09, 21.17, 8.23]",HVGA,"[517.94, 534.26, 539.11, 534.09, 539.11, 542.15, 518.45, 542.32]",174.23
995386,995386,a733f1715b2c2c38_32,a733f1715b2c2c38,"[783.18, 477.76, 16.8, 10.4]",.,"[787.38, 477.76, 799.98, 483.56, 795.78, 488.16, 783.18, 482.56]",174.72
866485,866485,fb7870c0e7cacb7b_102,fb7870c0e7cacb7b,"[315.98, 486.36, 103.8, 19.61]",adventures.,"[316.19, 486.36, 418.34, 486.57, 419.78, 504.73, 315.98, 505.97]",2035.52
550975,550975,cfeef985466797da_2,cfeef985466797da,"[777.13, 557.39, 25.79, 27.84]",WITH,"[777.13, 579.81, 791.76, 557.39, 802.92, 566.16, 788.18, 585.23]",717.99
196689,196689,0c59f697a9e3b219_72,0c59f697a9e3b219,"[874.27, 463.73, 13.0, 8.4]",.,"[874.27, 464.23, 887.17, 463.73, 887.27, 472.13, 874.37, 472.13]",109.2
630112,630112,2df2a6e1579d1a77_34,2df2a6e1579d1a77,"[832.53, 637.42, 34.96, 11.51]",ALCOHOL,"[834.02, 637.42, 867.07, 639.13, 867.49, 648.93, 832.53, 647.87]",402.39
164518,164518,ce78b870b4ac29e4_37,ce78b870b4ac29e4,"[700.22, 278.88, 9.69, 8.47]",/,"[700.34, 278.88, 709.91, 279.01, 709.66, 287.35, 700.22, 286.74]",82.07
960675,960675,a2dcb8b3f96e0fb2_19,a2dcb8b3f96e0fb2,"[62.14, 173.87, 25.8, 19.0]",ior,"[62.94, 173.87, 87.54, 173.87, 87.94, 192.87, 62.14, 192.47]",490.2
936289,936289,4399a041ced4f7e8_51,4399a041ced4f7e8,"[330.49, 499.03, 21.5, 15.4]",Day,"[331.49, 499.03, 351.79, 499.43, 351.99, 514.43, 330.49, 514.23]",331.1
299783,299783,2af70dd1f9ea9043_373,2af70dd1f9ea9043,"[718.12, 512.0, 16.25, 13.24]",IN,"[718.12, 514.41, 733.47, 512.0, 734.37, 523.74, 719.32, 525.24]",215.15
331137,331137,425bfe56e38164fb_8,425bfe56e38164fb,"[0.51, 422.84, 17.84, 10.45]",.,"[0.51, 425.51, 18.35, 422.84, 18.35, 430.74, 0.76, 433.29]",186.43
961599,961599,3e082125a0a90038_120,3e082125a0a90038,"[798.82, 350.85, 49.42, 19.4]",trends,"[798.82, 351.3, 846.72, 350.85, 848.24, 368.43, 798.82, 370.25]",958.75
641745,641745,03af1855cadc876c_7,03af1855cadc876c,"[912.1, 240.54, 23.5, 5.87]",.,"[912.1, 242.34, 934.92, 240.54, 935.6, 244.83, 912.77, 246.41]",137.94
63429,63429,c747042c4cef7a79_12,c747042c4cef7a79,"[879.95, 64.3, 120.19, 44.12]","OWN""","[881.22, 64.3, 999.5, 64.94, 1000.14, 107.14, 879.95, 108.42]",5302.78
766263,766263,e134bc7dc132dcc2_46,e134bc7dc132dcc2,"[442.93, 536.78, 96.32, 45.85]",.,"[444.58, 536.78, 539.25, 572.74, 536.61, 582.63, 442.93, 546.68]",4416.27
393369,393369,21f26dcd29726719_224,21f26dcd29726719,"[793.52, 270.41, 10.78, 41.6]",.,"[804.3, 270.41, 801.6, 310.85, 793.52, 312.01, 796.6, 271.18]",448.45
241125,241125,e232f39fb2db89c7_52,e232f39fb2db89c7,"[28.35, 120.17, 8.16, 14.44]",.,"[28.35, 126.12, 33.96, 120.17, 36.51, 129.69, 31.41, 134.61]",117.83
787365,787365,f8f80f6dc373461d_37,f8f80f6dc373461d,"[821.17, 426.74, 18.51, 20.05]",],"[827.92, 426.74, 839.68, 431.18, 833.13, 446.79, 821.17, 443.9]",371.13
114405,114405,7c2edbfe00a870bd_6,7c2edbfe00a870bd,"[0.56, 303.01, 76.63, 33.62]",pepsi,"[0.56, 309.26, 76.4, 303.01, 77.19, 332.46, 0.56, 336.63]",2576.3
1018548,1018548,020c3a6ab62e4020_46,020c3a6ab62e4020,"[149.22, 290.14, 18.8, 6.2]",.,"[149.22, 290.14, 168.02, 291.24, 168.02, 296.34, 149.42, 295.54]",116.56
615999,615999,448636bf11134e15_8,448636bf11134e15,"[278.33, 254.91, 22.52, 83.4]",SUGAR,"[289.13, 254.91, 300.85, 331.64, 290.74, 338.31, 278.33, 265.25, 278.33, 265.25]",1878.17
946708,946708,1a056f7f162ebbf2_19,1a056f7f162ebbf2,"[71.68, 342.07, 54.34, 20.57]",516,"[71.68, 342.07, 126.02, 342.39, 126.02, 342.39, 125.7, 362.64, 125.7, 362.64, 71.68, 362.32]",1117.77
296995,296995,2963b28dadac043e_19,2963b28dadac043e,"[25.13, 501.5, 26.94, 26.35]",is,"[25.13, 502.08, 51.48, 501.5, 52.07, 527.85, 26.3, 527.85]",709.87
563640,563640,9ed713e02206a4a8_59,9ed713e02206a4a8,"[595.75, 740.81, 45.32, 12.89]",.,"[595.75, 747.03, 609.85, 740.81, 641.07, 747.18, 630.31, 753.7]",584.17
522013,522013,160b47c33877bb46_180,160b47c33877bb46,"[641.74, 662.62, 48.4, 109.34]",Learning,"[689.79, 664.02, 690.14, 771.96, 642.09, 770.92, 641.74, 662.62]",5292.06
877921,877921,56bcf56f7e604d23_146,56bcf56f7e604d23,"[79.04, 123.85, 70.72, 47.31]",guerra,"[115.94, 123.85, 149.76, 150.81, 116.88, 171.16, 79.04, 140.64]",3345.76
498184,498184,07a5f2fa4c1a448e_73,07a5f2fa4c1a448e,"[125.83, 246.82, 16.6, 4.8]",.,"[125.93, 246.82, 142.43, 247.12, 142.33, 251.62, 125.83, 251.12]",79.68
469343,469343,ef7e324b02ca2231_13,ef7e324b02ca2231,"[237.74, 158.15, 69.24, 25.57]",Amstrad,"[239.31, 160.12, 306.98, 158.15, 306.98, 182.54, 237.74, 183.72]",1770.47
520094,520094,17d19d9276289386_122,17d19d9276289386,"[291.66, 421.83, 12.7, 17.4]",Be,"[304.36, 422.23, 303.66, 439.23, 291.66, 439.13, 292.26, 421.83]",220.98
603928,603928,fdc8c6732e87ecf9_95,fdc8c6732e87ecf9,"[247.39, 309.97, 16.86, 14.22]",.,"[247.53, 309.97, 264.25, 309.97, 264.25, 324.19, 247.39, 323.46]",239.75
702211,702211,e0b856b9fe929346_1,e0b856b9fe929346,"[227.28, 7.77, 55.2, 15.6]",Emirates,"[227.78, 7.77, 282.48, 11.57, 281.88, 23.37, 227.28, 19.87]",861.12
86423,86423,9f3aac22a8169076_43,9f3aac22a8169076,"[719.47, 588.0, 15.65, 19.77]",.,"[735.12, 588.68, 731.13, 607.77, 719.47, 605.84, 723.58, 588.0]",309.4
122057,122057,4d327105faa299e9_4,4d327105faa299e9,"[272.31, 75.81, 189.8, 53.38]",KEMPER,"[272.31, 75.81, 461.37, 89.9, 462.11, 129.19, 274.16, 118.07]",10131.52
385058,385058,bfc98632319e102b_25,bfc98632319e102b,"[782.21, 419.03, 34.79, 29.7]",2,"[782.21, 447.03, 783.06, 419.03, 817.0, 420.73, 817.0, 448.73]",1033.26
327730,327730,f4904ca51cba4da8_86,f4904ca51cba4da8,"[499.45, 479.38, 205.85, 58.85]",public.sector@uk.exprian.com,"[499.45, 516.06, 702.92, 479.38, 705.3, 497.58, 502.09, 538.23]",12114.27
386702,386702,01ce0da26a447240_6,01ce0da26a447240,"[479.89, 361.21, 57.98, 35.29]",.,"[537.45, 361.21, 480.73, 362.47, 479.89, 395.24, 537.87, 396.5]",2046.11
615799,615799,059bcefb25f86bd0_31,059bcefb25f86bd0,"[435.29, 982.27, 20.72, 33.91]",Rights,"[438.46, 982.27, 456.01, 1002.06, 452.31, 1016.18, 435.29, 999.69]",702.62
105252,105252,a9421307a18816ca_6,a9421307a18816ca,"[339.64, 41.92, 108.11, 34.81]",WOMEN,"[339.78, 41.92, 447.75, 42.06, 447.47, 76.17, 339.64, 76.73]",3763.31
636429,636429,64493a6a3811e28d_9,64493a6a3811e28d,"[624.96, 583.79, 26.89, 26.39]",V.,"[624.96, 583.79, 644.88, 584.29, 651.85, 610.18, 635.92, 610.18]",709.63
741884,741884,272208b959f76676_54,272208b959f76676,"[320.8, 897.74, 28.26, 35.12]",the,"[320.8, 917.34, 346.44, 897.74, 349.06, 913.75, 323.9, 932.86]",992.49
1015367,1015367,d27351e889eb6d6a_64,d27351e889eb6d6a,"[90.03, 187.31, 36.0, 9.8]",never,"[90.03, 187.51, 126.03, 187.31, 126.03, 197.11, 90.13, 197.11]",352.8
861396,861396,deaf8e33eb4b619b_141,deaf8e33eb4b619b,"[695.38, 738.14, 34.58, 28.84]",.,"[695.5, 738.14, 729.96, 748.94, 728.69, 766.98, 695.38, 760.43]",997.29
423498,423498,72fb8ba59dcbbbd3_352,72fb8ba59dcbbbd3,"[697.47, 223.57, 33.09, 12.8]",WWW,"[697.47, 224.9, 730.56, 223.57, 729.68, 234.16, 697.91, 236.37]",423.55
80456,80456,63b3b5d34e2b3fd4_5,63b3b5d34e2b3fd4,"[299.11, 527.71, 12.3, 12.8]",8,"[299.11, 529.41, 309.81, 527.71, 311.41, 539.81, 300.71, 540.51]",157.44
642986,642986,3e2c5b9b9b0ab88a_62,3e2c5b9b9b0ab88a,"[677.43, 406.74, 80.41, 20.47]",presenter,"[677.43, 406.98, 757.59, 406.74, 757.84, 427.21, 677.43, 427.21]",1645.99
156544,156544,698457b0f041397b_248,698457b0f041397b,"[930.52, 449.15, 51.41, 16.61]",media.,"[930.52, 450.73, 979.29, 449.15, 981.93, 465.76, 932.63, 464.7]",853.92
224247,224247,0040f82025f05b6c_158,0040f82025f05b6c,"[342.78, 579.3, 20.1, 18.7]",.,"[342.88, 579.3, 362.78, 586.6, 362.88, 598.0, 342.78, 591.0]",375.87
649111,649111,85f38b7d5b35d3ee_874,85f38b7d5b35d3ee,"[860.51, 223.42, 17.0, 8.0]",from,"[860.51, 223.42, 877.51, 223.42, 877.51, 231.42, 860.51, 231.42]",136.0
709437,709437,6fd7bd4af78d139c_7,6fd7bd4af78d139c,"[284.36, 360.61, 66.62, 20.46]",unlocked,"[284.62, 361.66, 350.98, 360.61, 350.72, 381.07, 284.36, 381.07]",1363.05
984369,984369,b1935c9505498f45_3,b1935c9505498f45,"[542.04, 375.85, 48.61, 38.69]",IMPO,"[542.04, 375.85, 589.66, 384.78, 590.65, 414.54, 544.03, 408.58]",1880.72
588972,588972,f3d9c7c15556813a_4,f3d9c7c15556813a,"[872.96, 70.11, 38.14, 28.65]",USA,"[880.76, 70.11, 911.1, 83.59, 906.25, 98.76, 872.96, 84.85]",1092.71
966659,966659,af336785d5919793_37,af336785d5919793,"[543.08, 441.72, 56.51, 38.36]",Lett,"[543.08, 441.84, 599.47, 441.72, 599.59, 479.72, 543.2, 480.08]",2167.72
840174,840174,1b77a8c8a3a93788_13,1b77a8c8a3a93788,"[366.24, 239.43, 16.9, 22.5]",I,"[377.84, 239.43, 383.14, 242.43, 372.14, 261.93, 366.24, 258.83]",380.25
197826,197826,6cc75b0c4714ee32_24,6cc75b0c4714ee32,"[826.01, 635.85, 19.62, 10.26]",.,"[826.01, 635.85, 845.5, 636.62, 845.63, 646.11, 827.17, 645.59]",201.3
310040,310040,be5293f423af83c0_14,be5293f423af83c0,"[819.89, 473.87, 118.64, 41.98]",MIXXD,"[825.37, 479.35, 935.33, 473.87, 938.53, 507.18, 819.89, 515.85]",4980.51
801590,801590,ba0121af341735ad_67,ba0121af341735ad,"[511.23, 207.82, 44.34, 37.73]",WORLD,"[511.76, 207.82, 555.57, 233.94, 552.4, 245.55, 511.23, 222.33]",1672.95
5385,5385,b263343777f8b17c_60,b263343777f8b17c,"[336.8, 409.46, 14.47, 7.47]",.,"[336.8, 412.11, 348.86, 409.46, 351.27, 414.98, 338.64, 416.93]",108.09
357925,357925,281446372e974a1a_7,281446372e974a1a,"[126.98, 677.72, 45.01, 123.63]",WAR,"[171.99, 677.72, 169.71, 798.5, 126.98, 801.35, 130.4, 681.14]",5564.59
734206,734206,be9905b64428ba6c_23,be9905b64428ba6c,"[929.42, 506.83, 51.3, 15.44]",Mountain,"[930.35, 506.83, 980.72, 512.32, 980.2, 522.27, 929.42, 517.6]",792.07
1003351,1003351,f4292f749e6c1055_41,f4292f749e6c1055,"[312.36, 801.11, 100.55, 58.58]",Divest,"[312.36, 801.37, 410.01, 801.11, 412.91, 858.37, 313.16, 859.69]",5890.22
416404,416404,f097cef5847bbb4e_25,f097cef5847bbb4e,"[647.11, 435.34, 41.19, 51.83]",W,"[665.71, 435.34, 688.3, 468.12, 669.26, 487.17, 647.11, 450.85]",2134.88
719270,719270,e3d6fd2a7b815422_20,e3d6fd2a7b815422,"[202.11, 578.42, 27.8, 13.3]",PS/1,"[202.11, 578.62, 229.81, 578.42, 229.91, 591.72, 202.31, 591.72]",369.74
602260,602260,2c031434486981a7_106,2c031434486981a7,"[116.46, 251.19, 33.78, 17.34]",sent,"[117.14, 251.42, 150.24, 251.19, 150.01, 268.53, 116.46, 268.08]",585.75
263229,263229,883d50525ad0b31a_531,883d50525ad0b31a,"[561.87, 421.16, 11.3, 9.6]",⅓,"[561.87, 421.26, 573.17, 421.16, 573.17, 430.76, 561.87, 430.66]",108.48
50407,50407,4ffe0463c36172a9_16,4ffe0463c36172a9,"[498.18, 41.07, 38.28, 8.52]",.,"[498.48, 41.07, 536.31, 41.22, 536.46, 49.59, 498.18, 49.59]",326.15
289406,289406,12b08fa5fbfa3a1a_393,12b08fa5fbfa3a1a,"[625.48, 139.77, 30.99, 12.67]",.,"[625.66, 139.77, 656.47, 139.94, 655.94, 152.44, 625.48, 152.27]",392.64
811428,811428,705c30b95aaa6aa1_32,705c30b95aaa6aa1,"[528.85, 681.62, 93.16, 27.86]",Times,"[528.85, 681.85, 622.01, 681.62, 622.01, 709.48, 529.31, 709.48]",2595.44
1012313,1012313,4bc7a819d2ec8695_437,4bc7a819d2ec8695,"[718.84, 470.64, 36.18, 11.33]",landscape.,"[718.84, 470.64, 754.65, 471.74, 755.02, 480.88, 719.21, 481.97]",409.92
701780,701780,9a231fa91f7dbfec_66,9a231fa91f7dbfec,"[495.2, 521.87, 9.0, 6.81]",9,"[495.2, 524.28, 499.37, 521.87, 504.2, 525.6, 500.03, 528.68]",61.29
497611,497611,9a34e97c4b556d38_186,9a34e97c4b556d38,"[782.84, 428.31, 9.38, 6.7]",@,"[784.45, 428.31, 792.22, 431.25, 790.08, 435.01, 782.84, 431.52]",62.85
638633,638633,398e535a4607bfd6_31,398e535a4607bfd6,"[305.41, 226.85, 49.65, 29.34]",bonne.,"[306.05, 227.17, 355.06, 226.85, 355.06, 256.19, 305.41, 255.87]",1456.73
193520,193520,32e250aa3b3ac720_182,32e250aa3b3ac720,"[279.92, 621.46, 29.56, 18.04]",.,"[280.08, 624.39, 308.67, 621.46, 309.48, 637.71, 279.92, 639.5]",533.26
600308,600308,b78ca20842011785_43,b78ca20842011785,"[613.1, 619.78, 30.3, 17.37]",.,"[613.1, 619.78, 643.03, 620.52, 643.4, 636.41, 613.1, 637.15]",526.31
662914,662914,8ca400dc2eb5463f_574,8ca400dc2eb5463f,"[319.47, 125.1, 20.45, 5.71]",.,"[319.59, 125.1, 339.92, 125.82, 339.8, 130.81, 319.47, 129.86]",116.77
382909,382909,f593c9350c399d59_97,f593c9350c399d59,"[17.93, 581.1, 10.42, 9.5]",the,"[17.93, 586.51, 25.45, 581.1, 28.35, 585.72, 20.3, 590.6]",98.99
231328,231328,440f7e510553d1a4_19,440f7e510553d1a4,"[354.21, 291.13, 18.7, 7.8]",ANDRI,"[354.21, 291.13, 372.91, 291.33, 372.71, 298.93, 354.21, 298.93]",145.86
314432,314432,d16bdc9bb4724988_74,d16bdc9bb4724988,"[705.68, 552.11, 51.33, 20.59]",Original,"[706.61, 552.11, 757.01, 553.57, 752.13, 572.7, 705.68, 571.25]",1056.88
391270,391270,f071dc4088244d21_21,f071dc4088244d21,"[643.92, 659.51, 20.51, 12.72]",112,"[643.92, 659.65, 664.43, 659.51, 664.14, 672.23, 643.92, 670.96]",260.89
456934,456934,083a1cdbea927942_117,083a1cdbea927942,"[448.26, 298.07, 12.81, 12.81]",.,"[452.29, 298.07, 461.07, 301.86, 457.75, 310.88, 448.26, 307.32]",164.1
856705,856705,3224b3672907fb88_7,3224b3672907fb88,"[506.73, 453.51, 30.15, 11.45]",300,"[507.01, 453.51, 536.32, 453.51, 536.88, 464.96, 506.73, 464.26]",345.22
558851,558851,7ed3d16dc79f8ef7_128,7ed3d16dc79f8ef7,"[207.57, 847.84, 29.97, 25.49]",.,"[207.57, 862.13, 232.78, 847.84, 237.54, 859.32, 211.21, 873.33]",763.94
249762,249762,2390f417e6a7756e_830,2390f417e6a7756e,"[246.01, 525.06, 17.93, 11.56]",Who,"[246.01, 525.54, 263.47, 525.06, 263.94, 535.21, 246.48, 536.62]",207.27
12708,12708,b64b7d3565020448_145,b64b7d3565020448,"[113.59, 39.67, 16.7, 12.9]",FF,"[129.89, 52.57, 113.69, 52.07, 113.59, 39.67, 130.29, 39.67]",215.43
589166,589166,3cb7a1ed8eb5a5bb_1,3cb7a1ed8eb5a5bb,"[214.08, 286.46, 57.26, 40.19]",www.,"[214.08, 314.51, 262.66, 286.46, 271.34, 299.18, 219.86, 326.65]",2301.28
140243,140243,a4db78382d11735f_121,a4db78382d11735f,"[544.65, 360.61, 20.19, 10.72]",else,"[544.65, 360.61, 564.21, 360.61, 564.84, 371.12, 545.07, 371.33]",216.44
414579,414579,824e1f2ad132e248_27,824e1f2ad132e248,"[994.78, 111.21, 10.95, 41.3]",STOKES,"[1005.6, 111.21, 1005.73, 152.25, 995.04, 152.51, 994.78, 111.34]",452.23
656802,656802,a2a84f0c97542f5f_122,a2a84f0c97542f5f,"[277.03, 709.38, 29.65, 29.65]",Solo,"[292.17, 709.38, 306.68, 728.62, 292.8, 739.03, 277.03, 719.47]",879.12
526135,526135,b6cfdf22adc3d43f_132,b6cfdf22adc3d43f,"[402.56, 394.1, 17.01, 15.04]",of,"[402.56, 394.75, 419.57, 394.1, 418.75, 408.81, 402.73, 409.14]",255.83
643620,643620,bbac3af7dfe3f2ff_14,bbac3af7dfe3f2ff,"[431.26, 695.98, 41.15, 47.26]",&,"[431.26, 698.23, 469.19, 695.98, 472.41, 741.95, 431.58, 743.24]",1944.75
254920,254920,e94b1dd142fd49fe_386,e94b1dd142fd49fe,"[704.45, 439.47, 22.5, 9.2]",species,"[704.65, 439.47, 726.85, 439.47, 726.95, 448.67, 704.45, 448.47]",207.0
494392,494392,1b932414a443b072_765,1b932414a443b072,"[931.91, 33.79, 23.04, 16.62]",.,"[933.78, 33.79, 954.42, 37.81, 954.95, 50.41, 931.91, 44.51]",382.92
988425,988425,32279d323ae3c6a3_156,32279d323ae3c6a3,"[50.83, 581.37, 18.6, 17.9]",will,"[52.23, 581.37, 69.43, 586.27, 67.93, 599.27, 50.83, 594.87]",332.94
14926,14926,3f03167eab6f4391_495,3f03167eab6f4391,"[748.37, 631.55, 19.6, 12.5]",and,"[748.37, 631.75, 767.57, 631.55, 767.97, 643.95, 748.47, 644.05]",245.0
498249,498249,07a5f2fa4c1a448e_138,07a5f2fa4c1a448e,"[16.08, 491.31, 12.0, 6.4]",.,"[16.08, 492.81, 27.88, 491.31, 28.08, 496.31, 16.08, 497.71]",76.8
894815,894815,2fe9a5041369d495_298,2fe9a5041369d495,"[13.01, 134.32, 10.51, 9.12]",F,"[13.01, 135.14, 23.24, 134.32, 23.52, 143.44, 13.15, 143.44]",95.85
